"proj_id","team_size","budget","workload","completion_time","assigned_manager","tasks__id","tasks__description","tasks__status","tasks__person_assigned","tasks__due_date","tasks__estimated_duration"
"","","","","","","3","Implement algorithm","incomplete","Randall Banks","2024-04-30","7"
"","","","","","","4","Optimize algorithm","complete","Kathleen Wright","2024-04-30","4"
"122","10","14365.68","low","299","Pamela Craig","1","Optimize user interface","complete","Michelle Hobbs","2024-11-05","9"
"","","","","","","2","Implement integration module","complete","Paul Hurst","2024-11-05","3"
"","","","","","","3","Optimize algorithm","complete","Dennis Nichols","2024-11-05","4"
"123","10","12444.14","high","258","Carol Mccann","1","Debug algorithm","complete","Joshua Fowler","2024-09-28","9"
"","","","","","","2","Document database schema","complete","Catherine Caldwell","2024-09-28","7"
"124","5","14082.27","high","141","Emily Ball","1","Test user interface","complete","Helen Fletcher","2024-03-17","2"
"125","8","10158.67","medium","122","Rita Price","1","Debug algorithm","incomplete","Leslie Moss","2024-04-18","7"
"","","","","","","2","Document integration module","complete","Sharon Hughes","2024-04-18","6"
"","","","","","","3","Implement integration module","incomplete","Brenda Young","2024-04-18","9"
"","","","","","","4","Document backend logic","complete","Angela Smith","2024-04-18","1"
"126","5","12315.02","high","308","Mark Tanner","1","Implement algorithm","incomplete","James Bartlett","2024-11-07","3"
"","","","","","","2","Implement user interface","complete","Samantha Martinez","2024-11-07","7"
"","","","","","","3","Design backend logic","complete","Philip Ferrell","2024-11-07","2"
"","","","","","","4","Optimize user interface","incomplete","Cassandra Hogan","2024-11-07","10"
"127","1","11223.67","low","235","Pamela Craig","1","Design backend logic","incomplete","Kelli Rivera","2024-06-07","4"
"","","","","","","2","Optimize database schema","incomplete","Sarah Smith","2024-06-07","4"
"128","5","14381.29","high","296","Victoria Dunn","1","Design integration module","complete","Samantha Martinez","2024-09-07","7"
"","","","","","","2","Debug user interface","incomplete","Marvin Long","2024-09-07","7"
"","","","","","","3","Test algorithm","incomplete","Christina Diaz","2024-09-07","3"
"129","5","11882.3","high","272","Kimberly Crawford","1","Implement algorithm","complete","Alexandra Saunders","2024-06-03","9"
"","","","","","","2","Debug integration module","complete","Gloria Wilson","2024-06-03","7"
"","","","","","","3","Test backend logic","incomplete","Derrick Taylor","2024-06-03","2"
"130","8","14235.67","low","304","Taylor Delgado","1","Debug integration module","complete","Christian Weaver","2024-05-16","2"
"131","4","14023.25","high","316","Joseph Johnson","1","Test user interface","complete","Kathryn May","2024-10-11","4"
"","","","","","","2","Design algorithm","complete","Gregory Martin","2024-10-11","10"
"132","4","11983.16","low","312","Patricia Thomas","1","Optimize database schema","incomplete","Denise Richardson","2024-07-02","5"
"","","","","","","2","Optimize algorithm","incomplete","Nancy Parker","2024-07-02","2"
"","","","","","","3","Debug database schema","complete","Kaitlyn Mayer","2024-07-02","6"
"","","","","","","4","Debug user interface","complete","Troy Simon","2024-07-02","3"
"133","1","11303.87","high","326","Taylor Delgado","1","Implement database schema","complete","Robin Zamora","2024-09-09","7"
"","","","","","","2","Implement algorithm","incomplete","Rebecca Snyder","2024-09-09","5"
"","","","","","","3","Debug algorithm","incomplete","Kristen Jones","2024-09-09","3"
"134","6","10846.33","high","309","Stephanie Flynn","1","Design user interface","complete","Christina Diaz","2024-05-13","1"
"135","7","10687.46","high","148","Tina Clark","1","Implement integration module","incomplete","Pamela Heath","2025-02-05","6"
"","","","","","","2","Optimize integration module","incomplete","Meagan Nguyen","2025-02-05","8"
"136","1","10033.06","high","240","Jason Lee","1","Test user interface","incomplete","Jade Herrera","2024-02-17","3"
"","","","","","","2","Design integration module","complete","Gregory Wright","2024-02-17","4"
"","","","","","","3","Optimize integration module","incomplete","John Matthews","2024-02-17","6"
"137","5","13974.68","low","221","Adam Armstrong","1","Implement database schema","complete","Tanner Johnson","2024-10-01","1"
"","","","","","","2","Debug algorithm","incomplete","Michael Phillips","2024-10-01","9"
"138","8","10280.57","low","117","Ashley Lyons","1","Test integration module","complete","Michael Livingston","2024-10-21","9"
"","","","","","","2","Implement backend logic","incomplete","Adam Massey","2024-10-21","5"
"","","","","","","3","Design database schema","complete","Linda Herrera","2024-10-21","3"
"","","","","","","4","Design backend logic","complete","Troy Simon","2024-10-21","7"
"139","2","11496.38","high","153","Katrina Wilson","1","Document backend logic","complete","Jason Schneider","2024-08-26","9"
"","","","","","","2","Test user interface","complete","Erika Warren","2024-08-26","7"
"","","","","","","3","Design database schema","incomplete","Natasha Sloan","2024-08-26","6"
"140","1","13170.61","medium","281","Victoria Dunn","1","Implement integration module","incomplete","Stephanie Murphy","2024-08-09","2"
"","","","","","","2","Optimize database schema","complete","Debbie White","2024-08-09","2"
"","","","","","","3","Test backend logic","incomplete","John Payne","2024-08-09","3"
"","","","","","","4","Debug database schema","incomplete","Gregory Martin","2024-08-09","2"
"141","2","10025.98","medium","257","Kyle Freeman","1","Design backend logic","incomplete","Natalie Zhang","2024-06-26","8"
"142","9","12773.7","medium","82","James Hood","1","Design integration module","incomplete","Candice Hunt","2024-03-25","7"
"","","","","","","2","Test algorithm","incomplete","John Beasley","2024-03-25","2"
"","","","","","","3","Optimize backend logic","complete","Ann Mullins","2024-03-25","7"
"143","3","10694.2","medium","167","Stephanie Flynn","1","Debug database schema","incomplete","Dana Evans","2024-04-23","5"
"144","8","13913.33","medium","158","Kimberly Crawford","1","Optimize backend logic","incomplete","Ariel Watson","2024-12-25","2"
"","","","","","","2","Test user interface","incomplete","Carolyn Wright","2024-12-25","6"
"","","","","","","3","Debug database schema","incomplete","Carmen Oneal","2024-12-25","6"
"","","","","","","4","Document integration module","complete","Stephanie Murphy","2024-12-25","5"
"145","6","13016.06","high","132","Megan Carpenter","1","Test database schema","incomplete","Leslie Friedman","2024-07-18","10"
"","","","","","","2","Test algorithm","incomplete","Derrick Taylor","2024-07-18","7"
"146","6","10569.44","high","132","Emily Ball","1","Optimize user interface","incomplete","Kimberly Cruz","2024-11-14","4"
"","","","","","","2","Test user interface","incomplete","Cathy Wood","2024-11-14","8"
"147","3","13166.68","low","159","Edward Owen","1","Design algorithm","incomplete","Emily Charles","2024-04-27","10"
"","","","","","","2","Optimize integration module","incomplete","Jocelyn Watson","2024-04-27","9"
"","","","","","","3","Test integration module","complete","Alexander Schwartz","2024-04-27","2"
"","","","","","","4","Implement database schema","complete","Natasha Rodriguez","2024-04-27","10"
"148","1","12816.1","high","234","David Johnson","1","Design user interface","incomplete","Gregory Wright","2024-07-27","4"
"","","","","","","2","Document integration module","complete","Rhonda White","2024-07-27","8"
"","","","","","","3","Debug algorithm","complete","Leslie Moss","2024-07-27","6"
"","","","","","","4","Debug user interface","incomplete","Brenda Davis","2024-07-27","7"
"149","2","10580.35","high","102","Thomas Lopez","1","Implement integration module","incomplete","Howard Murphy","2024-07-17","6"
"","","","","","","2","Design algorithm","incomplete","Ashley Newton","2024-07-17","6"
"","","","","","","3","Test user interface","complete","Stephen Brown","2024-07-17","1"
"150","6","13239.85","high","114","Margaret Clayton","1","Implement database schema","incomplete","Candice Hunt","2024-06-12","8"
"","","","","","","2","Debug backend logic","complete","Natasha Sloan","2024-06-12","7"
"151","7","10145.96","high","131","Pamela Craig","1","Design backend logic","complete","Natasha Giles","2024-12-08","5"
"","","","","","","2","Document user interface","complete","Olivia Aguilar","2024-12-08","9"
"","","","","","","3","Test database schema","complete","Kristen Williams","2024-12-08","8"
"","","","","","","4","Test algorithm","incomplete","Deborah Nelson","2024-12-08","10"
"152","7","13056.54","high","88","Thomas Lopez","1","Implement database schema","complete","Carmen Oneal","2024-08-07","3"
"","","","","","","2","Design backend logic","incomplete","Troy Simon","2024-08-07","2"
"","","","","","","3","Test backend logic","incomplete","William Perez","2024-08-07","7"
"","","","","","","4","Implement integration module","incomplete","Ariel Watson","2024-08-07","7"
"153","3","12433.35","high","360","Robert Allen","1","Test backend logic","complete","Jeffrey Carter","2024-11-19","6"
"","","","","","","2","Optimize user interface","incomplete","Ronald Thompson","2024-11-19","1"
"154","8","10682.67","medium","317","Daniel Romero","1","Document algorithm","incomplete","Austin Ellis","2025-01-08","8"
"","","","","","","2","Implement user interface","complete","Jeffrey Carter","2025-01-08","4"
"","","","","","","3","Design database schema","complete","Kenneth Zavala","2025-01-08","9"
"","","","","","","4","Implement algorithm","incomplete","Heather Holt","2025-01-08","9"
"155","9","10566.05","low","167","Rita Price","1","Design algorithm","complete","Brittany King","2024-11-13","7"
"","","","","","","2","Document backend logic","incomplete","Scott Norris","2024-11-13","1"
"","","","","","","3","Test database schema","complete","Ronald Thompson","2024-11-13","8"
"156","2","13878.16","low","137","Margaret Clayton","1","Optimize algorithm","complete","Alexandra Saunders","2024-12-06","10"
"","","","","","","2","Implement backend logic","complete","Shawn Morris","2024-12-06","10"
"","","","","","","3","Optimize database schema","complete","Tiffany Clark","2024-12-06","6"
"157","5","11446.67","medium","293","Bailey Hall","1","Debug user interface","incomplete","Olivia Aguilar","2024-03-28","3"
"","","","","","","2","Implement backend logic","complete","Kathleen Wright","2024-03-28","6"
"158","4","13807.37","high","231","Stephanie Flynn","1","Debug algorithm","incomplete","Jennifer Harrison","2024-04-21","2"
"","","","","","","2","Design algorithm","incomplete","Heather Baker","2024-04-21","6"
"","","","","","","3","Debug database schema","complete","Howard Murphy","2024-04-21","2"
"159","8","13174.2","high","213","Tina Clark","1","Debug backend logic","incomplete","Justin Hayes","2024-11-08","5"
"","","","","","","2","Test database schema","complete","Rebecca Garcia","2024-11-08","10"
"","","","","","","3","Test user interface","complete","Laura Smith","2024-11-08","2"
"","","","","","","4","Debug user interface","complete","Jennifer Harrison","2024-11-08","3"
"160","8","12282.59","medium","133","Joseph Parker","1","Test user interface","incomplete","Stephanie West","2024-04-16","5"
"","","","","","","2","Test backend logic","complete","John Payne","2024-04-16","7"
"","","","","","","3","Test backend logic","incomplete","Jennifer Harrison","2024-04-16","2"
"161","2","10005.43","medium","69","Thomas Weaver","1","Document algorithm","complete","Lindsey Horton","2024-12-08","1"
"","","","","","","2","Test user interface","incomplete","Tanner Johnson","2024-12-08","3"
"162","8","10354.14","medium","75","Taylor Delgado","1","Test database schema","complete","Troy Simon","2024-04-01","7"
"163","3","13207.88","high","103","Tina Clark","1","Document backend logic","incomplete","Nathaniel Moore","2024-11-06","6"
"164","4","13140.4","low","240","Chase Welch","1","Design user interface","complete","Justin Hayes","2025-01-25","2"
"","","","","","","2","Document algorithm","incomplete","Anthony Ruiz","2025-01-25","7"
"","","","","","","3","Implement backend logic","incomplete","Troy Simon","2025-01-25","2"
"","","","","","","4","Optimize integration module","incomplete","Deborah Thompson","2025-01-25","1"
"165","5","11027.23","high","290","Debra Mcdaniel","1","Design backend logic","incomplete","Michael Livingston","2024-08-27","7"
"","","","","","","2","Implement algorithm","complete","David Moses","2024-08-27","9"
"","","","","","","3","Test database schema","complete","John Beasley","2024-08-27","7"
